predicted,real,set
5.104666,6,validation
5.172139,6.17,validation
7.199906,6.75,validation
4.247064,2.89,validation
6.093922,4.78,validation
7.924589,8.7,validation
6.070514,4.83,validation
5.1465325,3.1,validation
6.4207163,6.89,validation
5.0031056,8.64,validation
4.7971787,3.59,validation
5.6959124,6.52,validation
4.226709,3.89,validation
4.9858303,5.4,validation
8.270426,8.7,validation
5.964542,5.82,validation
4.5534835,6.17,validation
6.403825,6.04,validation
2.6999772,3.11,validation
7.2417455,5.76,validation
8.1786585,8.32,validation
3.5775714,3.72,validation
8.014295,10.71,validation
5.913516,2.12,validation
6.98565,7.1,validation
4.5111027,6.09,validation
8.941144,8.4,validation
9.711353,10.57,validation
10.183804,10.51,validation
5.2610354,5.2,validation
8.399306,7.4,validation
7.5395355,8.1,validation
7.9327326,8.38,validation
6.7984676,6.2,validation
6.967158,9.1,validation
5.0995083,7.52,validation
4.804075,3.51,validation
4.572188,5.26,validation
5.681075,6.64,validation
4.870504,3.89,validation
4.5575466,4.03,validation
6.877638,8.55,validation
4.8828526,5.15,validation
6.448533,5.7,validation
3.9224365,5.47,validation
8.605939,6.54,validation
4.8041716,6.28,validation
6.1570234,7.6,validation
5.918193,5.3,validation
5.870206,5.52,validation
4.9297566,4.2,validation
7.284417,7.72,validation
7.9629664,5.22,validation
8.092142,9.8,validation
8.399629,10,validation
4.7341003,5.47,validation
4.2081246,6,validation
7.4160705,8.34,validation
5.2827444,3.4,validation
5.54643,5.17,validation
6.0474844,7.59,validation
11.305493,8.77,validation
6.660671,5.24,validation
7.4022017,7.26,validation
2.8523188,6.37,validation
8.117482,7.74,validation
4.8131843,4.09,validation
8.693932,9.42,validation
5.769188,9.35,validation
3.2621074,2.6,validation
6.902458,7.6,validation
5.9653597,5.01,validation
7.697616,5.36,validation
8.4233,4.7,validation
8.586616,7.52,validation
8.591412,7.92,validation
5.633757,8,validation
6.7785025,4.22,validation
5.64396,5.63,validation
6.795073,7.7,validation
5.3862658,3.9,validation
4.865086,6.89,validation
5.8683014,5.14,validation
8.461324,6.82,validation
4.1017175,3.71,validation
3.6972861,5.4,validation
9.305524,8.85,validation
6.7207303,5.8,validation
4.726853,5.68,validation
4.2061796,2.31,validation
7.506959,7.76,validation
5.6622987,6,validation
7.9576936,8.64,validation
5.0389414,2,validation
8.147616,7.64,validation
7.814837,8.8,validation
4.362748,3.03,validation
6.6307964,7.62,validation
8.322332,7.92,validation
10.3146105,11.3,validation
5.403371,6.4,validation
7.7121496,8.8,validation
5.5299516,7.22,validation
7.165386,9.49,validation
7.1666927,5.83,validation
4.70755,4.05,validation
6.8286777,7.15,validation
8.067608,10.57,validation
6.2978034,6.31,validation
4.818296,4.68,validation
8.555434,8.6,validation
6.108204,7.52,validation
5.5235157,6.08,validation
5.899759,4.77,validation
6.3740897,5.47,validation
6.516002,4.82,validation
3.964359,5.04,validation
4.836548,4.35,validation
5.3004217,9.82,validation
7.8336415,9.03,validation
4.007016,2.23,validation
7.3873,8.6,validation
6.956416,7,validation
2.706125,2.19,validation
3.7793233,4.17,validation
8.49531,8.22,validation
4.8093085,4.23,validation
7.5066195,5.48,validation
9.818569,8.43,validation
7.005652,7.13,validation
8.189613,7.89,validation
6.1992636,8.82,validation
3.3696933,4,validation
2.3832395,2.72,validation
7.658257,6.72,validation
8.790551,4.62,validation
6.7216473,8.6,validation
7.829394,6.7,validation
5.4575276,7.52,validation
6.9167285,6.11,validation
7.7047544,8.47,validation
8.475572,8.52,validation
6.047621,6.96,validation
9.391924,10.35,validation
6.0052032,4.4,validation
5.5798826,5.17,validation
3.858304,4.18,validation
8.006908,4.43,validation
7.925942,6.89,validation
8.601861,8.96,validation
3.407082,5.41,validation
6.793969,8.96,validation
6.450184,7.8,validation
8.260231,8.14,validation
7.3995805,7.28,validation
6.3060203,9.32,validation
7.9005218,7.66,validation
4.001077,2.46,validation
6.188575,7.24,validation
7.5910387,7.68,validation
3.0706334,4.92,validation
6.750975,2.94,validation
8.543063,7.6,validation
8.561512,9.55,validation
10.300576,9.51,validation
7.3988624,7.8,validation
4.9117675,3.13,validation
8.814585,8.77,validation
7.31556,7.32,validation
7.2466283,6.52,validation
8.361138,11.85,validation
4.5539827,2.39,validation
4.914368,4.94,validation
10.291926,11.1,validation
9.514829,8.48,validation
6.109192,5.42,validation
6.2053075,7.44,validation
7.696719,6.85,validation
7.1692986,3.68,validation
8.083343,5.28,validation
5.9120426,3.19,validation
4.9762244,4.96,validation
7.2209773,9.89,validation
9.326729,8.49,validation
4.338559,3.6,validation
6.7576966,6.52,validation
7.7861924,7.4,validation
5.2639184,5.49,validation
6.053474,6.32,validation
4.0121083,6.41,validation
6.114377,6.1,validation
6.8520365,6.99,validation
8.64949,8.22,validation
9.674399,10.23,validation
3.895765,4,validation
5.394355,7.12,validation
8.158625,7,validation
5.157266,4.22,validation
9.799405,4.82,validation
6.117734,7.77,validation
8.392999,9.22,validation
3.7039793,2.42,validation
7.006093,8.49,validation
4.6088624,6.48,validation
5.6774817,4.22,validation
3.3979971,4.49,validation
4.743283,6.57,validation
7.1033015,6.68,validation
8.998935,8.72,validation
10.177921,10.44,validation
8.513952,8.22,validation
7.6674237,8.3,validation
6.2075205,3.57,validation
6.23037,6.92,validation
4.678765,5.22,validation
6.853989,4.89,validation
7.762669,8.32,validation
3.0478368,2.86,validation
4.8003745,4.82,validation
5.1298275,6.3,validation
8.066508,10.82,validation
8.972501,8.4,validation
8.303704,8.55,validation
5.6304383,4.57,validation
7.0847726,5.03,validation
6.834141,6.03,validation
5.9191284,5,validation
7.1979637,8,validation
5.7036967,6.4,validation
5.020288,6.4,validation
7.599685,6.03,validation
8.58802,7.4,validation
6.5360746,4.36,validation
7.0242524,6.7,validation
12.388195,10.3,validation
5.962844,8.49,validation
6.129752,7.37,validation
8.838883,8.37,validation
8.713276,9.85,validation
5.6696,3.77,validation
9.837287,8.82,validation
6.1131496,7.1,validation
4.155474,2.75,validation
5.4366827,6.9,validation
4.478625,2.32,validation
3.9893723,3.6,validation
7.077881,7.48,validation
8.894477,9.49,validation
8.719263,7.45,validation
5.224427,6.87,validation
7.8250813,6.62,validation
4.825638,6.74,validation
6.5108223,4.6,validation
4.540627,3.71,validation
4.6701455,4.73,validation
5.1520376,4.2,validation
6.852635,6.3,validation
6.2278705,5.4,validation
9.197822,9.4,validation
4.8671355,5.77,validation
5.7432404,6.27,validation
7.8242517,8,validation
9.720503,8.6,validation
6.976686,6.7,validation
6.1487,6.47,validation
6.771701,7.3,validation
5.0042877,6.48,validation
7.7594223,9.07,validation
8.765411,8.15,validation
5.838125,4.09,validation
4.102058,4.49,validation
6.186257,5.14,validation
6.2429814,7.7,validation
7.4795127,7.96,validation
7.65481,7.39,validation
3.1326632,4.15,validation
6.3259325,5.92,validation
6.7326827,6.2,validation
5.9704137,6.35,validation
6.6606793,6.59,validation
4.3141475,4.52,validation
6.6757197,7.82,validation
6.4552345,6.59,validation
8.199872,7.52,validation
10.320323,10.8,validation
6.586058,4.68,validation
7.7784057,9.1,validation
4.7078123,3.59,validation
5.708859,5.87,validation
8.281742,7.44,validation
5.4787545,6.17,validation
3.3828137,3.12,validation
9.012188,9.22,validation
3.7886493,4.6,validation
5.873599,5.68,validation
3.8180647,5.1,validation
8.883411,8.52,validation
8.108062,7.13,validation
4.0700855,4.34,validation
7.0507846,7.25,validation
7.0007777,5.74,validation
7.71994,8.52,validation
9.22208,10,validation
7.90849,9.28,validation
5.442063,4.5,validation
5.197248,6.7,validation
4.967092,5.8,validation
8.422219,9.71,validation
6.8717003,6.59,validation
5.642598,4.48,validation
4.2471704,4.19,validation
6.60467,5.51,validation
4.803296,5.14,validation
7.198185,6.59,validation
8.54036,7.77,validation
5.1619906,5.24,validation
7.3659387,8.05,validation
8.71024,7.57,validation
7.4524117,8.14,validation
2.7895849,3.23,validation
7.7511554,6.68,validation
6.2965617,9.82,validation
7.032573,6.2,validation
6.185047,8.4,validation
6.3049145,7.28,validation
6.679432,8.89,validation
3.8847985,4.74,validation
4.2073655,3.35,validation
5.036567,3.38,validation
6.2646904,8.9,validation
5.934545,7.61,validation
7.4821353,7.29,validation
3.8246386,2.92,validation
5.6025276,8.13,validation
5.887006,5.39,validation
8.436943,8.22,validation
5.461439,5.25,validation
5.4025087,8.96,validation
5.464836,6,validation
9.091156,5.37,validation
6.9236884,6.7,validation
5.705121,4.52,validation
7.6652627,6.21,validation
6.2919135,7.07,validation
7.2247663,8.89,validation
5.07839,3.02,validation
7.155286,6.8,validation
9.547532,10.59,validation
7.462007,7.28,validation
4.2077923,3.6,validation
5.778966,7.66,validation
4.980507,6.31,validation
5.8126993,4.51,validation
7.604275,8,validation
5.59396,5.96,validation
5.653337,4.96,validation
8.157884,9.4,validation
9.572046,8.89,validation
7.028985,7.7,validation
4.579067,6.79,validation
8.312188,7.62,validation
8.005988,3.86,validation
8.887343,7.51,validation
12.06503,11.05,validation
4.7718105,3.87,validation
8.523718,7.82,validation
7.741382,7.66,validation
6.043851,5.1,validation
7.257301,6.5,validation
6.4600167,6.37,validation
6.183715,3.57,validation
5.5913815,5.12,validation
8.14727,7.55,validation
10.207865,9.09,validation
6.8966827,6.3,validation
4.6532187,8.44,validation
6.0856075,7.82,validation
4.8973646,6.7,validation
4.534404,4.04,validation
9.056371,8.85,validation
8.334298,7.75,validation
8.287939,8.22,validation
5.279265,8,validation
2.7483294,3.33,validation
3.6904342,2.16,validation
8.664805,10.96,validation
5.982257,6.3,validation
7.721961,7.82,validation
9.738626,10.39,validation
8.106295,7.46,validation
7.28857,6.87,validation
7.7718697,5.36,validation
5.1820493,5.07,validation
7.5288486,8.52,validation
7.0589967,7.74,validation
3.4732122,5.7,validation
5.7537055,4.33,validation
6.3259983,7.22,validation
6.4269457,5.74,validation
5.747044,5.44,validation
4.401526,5.37,validation
8.321345,8.39,validation
8.370266,7.34,validation
3.8060954,4.15,validation
7.495588,4.84,validation
9.4904995,11.26,validation
7.463554,8.05,validation
5.1949806,4.71,validation
4.3711586,2.3,validation
3.5535822,4.43,validation
4.4499664,8.57,validation
9.106835,10.3,validation
7.5020657,8.43,validation
8.662603,9.07,validation
6.398361,7.62,validation
7.9163218,6.18,validation
8.596722,7.85,validation
8.591957,8.24,validation
3.9835465,3.36,validation
4.486804,4.19,validation
7.7313285,8.7,validation
7.7159905,7.03,validation
4.8847146,5.19,validation
7.1708546,5.62,validation
4.8498807,4.68,validation
5.690617,5.28,validation
6.897367,6,validation
7.389194,5.38,validation
7.3421316,5.44,validation
4.9426355,4.09,validation
4.9143963,3.42,validation
8.563938,11.54,validation
10.503251,11.15,validation
8.413182,5.4,validation
5.2891293,5,validation
8.38086,6.42,validation
4.6439724,3.74,validation
8.572114,9.39,validation
6.967205,6.26,validation
5.9802876,7.8,validation
2.8619633,4.3,validation
6.1629295,6.6,validation
8.927561,7.26,validation
8.732289,8.7,validation
6.660924,4.59,validation
7.776342,8.3,validation
6.0592,7.19,validation
4.5273733,5.32,validation
6.6765857,6.1,validation
4.114136,5.57,validation
8.136433,9.19,validation
6.959267,6.4,validation
8.406375,7.55,validation
8.333418,5.18,validation
7.272136,7.96,validation
7.7599287,9.28,validation
4.953703,4.79,validation
7.133918,8.7,validation
5.1950703,2.82,validation
4.398476,4.6,validation
5.639747,6.51,validation
5.188376,6.17,validation
9.265837,9.07,validation
4.50577,4.6,validation
10.152911,7.85,validation
9.4374485,8.7,validation
7.5736456,6.96,validation
7.3911924,4.43,validation
7.6367817,8.05,validation
5.1505766,3.4,validation
4.8743677,5.94,validation
6.501432,4.59,validation
6.599994,7.05,validation
5.996048,7.26,validation
7.6050916,7.47,validation
9.049341,9.34,validation
6.1967454,4.91,validation
6.831213,7.92,validation
5.7589107,4.96,validation
4.372665,4.35,validation
5.596116,6.29,validation
2.9643838,3.96,validation
8.169515,6.17,validation
4.2579126,3.9,validation
5.2498174,3.3,validation
6.456027,6.35,validation
4.201712,7.39,validation
6.38885,6.18,validation
6.0747766,6.64,validation
4.856528,4.2,validation
4.010708,5.68,validation
6.6977367,6.47,validation
7.8632097,7.44,validation
4.6260557,5.05,validation
6.163742,6.1,validation
4.2911086,5.52,validation
4.8293805,5.3,validation
4.833675,3.97,validation
7.588029,9.59,validation
5.9729238,5.97,validation
6.5121965,7.89,validation
7.4607162,8,validation
6.9371047,7.19,validation
8.687648,7.74,validation
6.8884163,8,validation
5.5052204,4.61,validation
7.214317,8.22,validation
7.9572515,7.45,validation
6.6530204,6.15,validation
8.156573,7.55,validation
6.893401,9.18,validation
6.709384,6.82,validation
3.4669855,4.3,validation
5.3835025,5.82,validation
9.317801,9.04,validation
5.792338,4.41,validation
6.870245,8.15,validation
6.2690187,7.44,validation
3.4627626,3.34,validation
7.150184,7.74,validation
5.1290755,5.07,validation
7.2891245,7.68,validation
9.547763,9.3,validation
6.3952847,5,validation
5.403893,4.52,validation
7.060794,7.68,validation
3.4423745,4.12,validation
4.7421007,6.93,validation
7.118906,7.6,validation
4.6287565,6.48,validation
7.0345216,6.49,validation
5.521861,6.57,validation
6.675251,7.36,validation
8.77708,8.41,validation
5.666489,7.85,validation
4.520139,6.28,validation
5.0679655,5.47,validation
7.682028,8,validation
3.595399,2.3,validation
6.991034,5.92,validation
3.0451534,2.06,validation
6.187,8.22,validation
7.0542555,7.13,validation
6.248789,4.12,validation
4.095167,3,validation
6.4089828,9.92,validation
6.879389,7.08,validation
9.506175,10.07,validation
6.3067718,6.28,validation
7.22899,8.4,validation
7.928481,8.6,validation
5.011515,3.3,validation
4.952087,3.72,validation
8.542562,7.1,validation
5.252158,6.52,validation
9.322818,8.92,validation
6.3279905,7.36,validation
7.372585,7.89,validation
8.648845,8.4,validation
5.8934975,4.95,validation
4.1412396,2.98,validation
7.204519,7.7,validation
5.943696,2.96,validation
4.7564735,4.82,validation
8.322527,9.04,validation
5.47041,3.87,validation
6.258851,8.05,validation
9.106751,8.64,validation
7.3243165,7.06,validation
3.8801985,2,validation
8.280385,8.17,validation
4.7106094,3.24,validation
8.32332,8.41,validation
5.9949756,4.17,validation
7.978293,9.3,validation
6.457324,9.13,validation
7.5223684,6.96,validation
3.6839027,3.26,validation
7.881356,7.62,validation
8.295629,6.57,validation
6.0460033,7.05,validation
4.2012143,5.35,validation
6.980446,8.81,validation
8.735057,9.28,validation
5.7712026,3.38,validation
10.153326,10.25,validation
3.9652586,3.22,validation
